name;ConnectId;playerId;groupId;exchange;inequality;base;income_inequality;attention_check;government_opinion;feelings;winner_training_round_1;power_player_round_1_training;power_robot_round_1_training;average_difference_round_1;winner_training_round_2;power_player_round_2_training;power_robot_round_2_training;average_difference_round_2;winner_training_round_3;power_player_round_3_training;power_robot_round_3_training;average_difference_round_3;average_difference_training;training_winner;waiting_delay;winner_game_round_1;power_player_round_1_game;average_difference_round_1;winner_game_round_2;power_player_round_2_game;average_difference_round_2;winner_game_round_3;power_player_round_3_game;average_difference_round_3;winner_game_round_4;power_player_round_4_game;average_difference_round_4;winner_game_round_5;power_player_round_5_game;average_difference_round_5;average_difference_game;game_winner;bot_opponent;most_first;fair_unfair_bar_value;most_important;least_important;distribution_loser_amount;distribution_winner_amount;ug_first;ultimatum_game_receiver_1.0_0.0;ultimatum_game_receiver_0.9_0.1;ultimatum_game_receiver_0.8_0.2;ultimatum_game_receiver_0.7_0.3;ultimatum_game_receiver_0.6_0.4;ultimatum_game_receiver_0.5_0.5;ultimatum_game_receiver_0.4_0.6;ultimatum_game_receiver_0.3_0.7;ultimatum_game_receiver_0.2_0.8;ultimatum_game_receiver_0.1_0.9;ultimatum_game_receiver_0.0_1.0;min_payment_UG;max_payment_UG;consistency;ultimatum_game_proposer_proposer;ultimatum_game_proposer_receiver;final_payment_UG;age;political_ideology;zip_code;education;gender;race;religion;political_party;income;ga_ii_or_go;get_ahead_1;get_ahead_2;get_ahead_3;get_ahead_4;dictator_game_proposer;dictator_game_receiver;average_delay;standard_deviation_delay;span_minutes;date
unknown;463C367C45DC44E38525FE5FAC32F2D9;1;939396657804439164;RA;5.0;2.5;agree;5;neither;happy;False;52;52;3.6;False;40;50;0.7777777777777778;False;39;79;0.0;1.6538461538461537;False;190.4077067375183;True;58;0.0;False;31;0.0;True;44;0.07692307692307693;True;57;0.0;True;57;0.0;0.02631578947368421;True;True;True;4;luck;rules;500;2000;True;;;;;;;;;;;;;;;50;50;;56;7;62443; High  School ;Female;white;none;strong_democrat;$130,000-$144,999;getAhead-governmentOpinion-incomeInequality;2;2;5;5;50;50;3.824189991950989;1.9927442452669994;20.06; 2024-03-22  13:36:27.056094
unknown;194B407920E54E169614F93C42925AB2;2;364962170655412384;RA;5.0;2.5;neither;5;strongly_disagree;sad;True;52;52;1.7142857142857142;False;45;45;1.4444444444444444;False;46;72;1.1428571428571428;1.434782608695652;False;186.2013258934021;False;67;0.0;True;54;0.0;False;46;1.0588235294117647;False;41;0.0;False;42;0.0;0.5;False;True;True;6;luck;rules;875;1625;True;yes;yes;yes;yes;yes;yes;yes;no;no;no;no;0.4;1.0;True;;;;60;2;75090; College  Degree ;Male;white;none;not_very_strong_republican;$145,000-$159,999;incomeInequality-governmentOpinion-getAhead;4;4;4;4;;;4.106147030989329;3.531045532201726;18.7; 2024-03-22  13:41:02.497582
unknown;D72C3DF857C44AFBAA8CD91A02297F25;pending;0;RA;5.0;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;governmentOpinion-incomeInequality-getAhead;;;;;;;;;; 2024-03-22  13:52:48.305733
unknown;6FD313A8FBBC4D51946F8C1443157C88;1;950158349806935745;RA;5.0;2.5;agree;5;neither;happy;True;52;52;0.2857142857142857;True;47;43;0.0;False;52;66;0.0;0.08695652173913043;True;186.17973446846008;True;63;0.0;False;45;0.0625;True;77;0.0;True;59;0.0;True;46;0.0;0.02702702702702703;True;True;False;7;talent;rules;625;1875;False;;;;;;;;;;;;;;;50;50;;38;5;98930; Some  College ;Male;white;none;not_very_strong_republican;$100,000-$114,999;incomeInequality-getAhead-governmentOpinion;3;3;4;4;50;50;5.951777949625132;8.942823405089067;89.64; 2024-03-22  13:53:48.999966
unknown;242C195C8D4A4A4EAE501AC3D94DAF39;1;680879598063766369;RA;5.0;2.5;agree;5;agree;sad;True;52;52;1.25;True;47;43;0.0;False;50;68;1.625;1.0;True;190.80740022659302;True;44;0.0;False;49;1.25;False;38;0.5;True;52;0.23076923076923078;False;60;0.875;1.1891891891891893;False;True;False;2;rules;talent;1200;1300;False;yes;yes;yes;yes;yes;yes;no;no;no;no;no;0.5;1.0;True;;;;30;3;28403; College  Degree ;Male;white;none;independent_close_republican;$70,000-$84,999;incomeInequality-getAhead-governmentOpinion;4;4;4;5;;;4.4439514705113;3.672786106421149;16.39; 2024-03-22  13:53:51.688405
unknown;0170B22DCCAC40299B56CFEBDD66538E;2;703025728518510132;RA;5.0;2.5;;;;;True;52;52;0.2857142857142857;True;50;40;0.0;False;50;68;0.0;0.09090909090909091;True;183.55413913726807;False;41;0.3333333333333333;False;39;0.0;True;50;0.375;;;;;;;0.5238095238095238;;True;True;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;governmentOpinion-incomeInequality-getAhead;;;;;;;3.371466850412303;1.6018297269121569;; 2024-03-22  14:01:53.759206
unknown;7B975E6FAF5F42BF9364FD36E0B71BF7;1;973231822347481087;RA;5.0;2.5;strongly_agree;5;agree;happy;True;52;52;0.0;True;49;41;0.0;False;45;73;0.0;0.0;True;228.75862646102905;True;72;0.0;True;56;0.0;False;54;0.8125;False;50;0.0;True;53;0.0;0.34210526315789475;True;True;False;4;talent;luck;625;1875;False;;;;;;;;;;;;;;;100;0;;34;5;33026; High  School ;Female;latino-hispanic;catholic;independent_close_democrat;$40,000-$54,999;incomeInequality-governmentOpinion-getAhead;4;4;5;5;100;0;14.618687472343446;65.25379340396705;35.07; 2024-03-22  14:02:24.231749
unknown;52AE5FBD421E48F590F9BECACA682528;1;318946665335314750;RA;5.0;2.5;;;;;True;52;52;5.0;False;46;44;1.7777777777777777;True;60;58;0.8888888888888888;2.5555555555555554;True;190.61283993721008;True;49;0.0;True;63;0.4666666666666667;False;40;0.0;False;49;0.0;;;;0.23333333333333334;;True;True;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;getAhead-governmentOpinion-incomeInequality;;;;;;;14.451144361495972;34.35373310565178;; 2024-03-22  14:13:06.714857
unknown;E46E987FEA17441D9E5D5C66BA03627A;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;getAhead-incomeInequality-governmentOpinion;;;;;;;;;; 2024-03-22  14:21:52.891290
unknown;1A67E2CB55174AAC815AB2F2359202EB;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;incomeInequality-getAhead-governmentOpinion;;;;;;;;;; 2024-03-22  14:23:53.858690
unknown;66E36944D0724D6986EDF4058BE496E2;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;incomeInequality-getAhead-governmentOpinion;;;;;;;;;; 2024-03-22  14:29:08.087933
unknown;5F0EBB0DFFDE473E8D85663AC62EB5A4;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;incomeInequality-governmentOpinion-getAhead;;;;;;;;;; 2024-03-22  14:55:59.389170
unknown;F8BF2C0AC98F43C79AC8B3D38D2D018E;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;getAhead-governmentOpinion-incomeInequality;;;;;;;;;; 2024-03-22  15:07:53.480256
unknown;402B09FF1DD5417CB39FB5BECE8F89D7;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;governmentOpinion-incomeInequality-getAhead;;;;;;;;;; 2024-03-22  15:11:01.283103
unknown;50887956489140C189909062A327C650;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;incomeInequality-getAhead-governmentOpinion;;;;;;;;;; 2024-03-22  15:45:33.757040
unknown;4B0F30768B9348BFA5E23510F3AB32CE;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;True;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;getAhead-governmentOpinion-incomeInequality;;;;;;;;;; 2024-03-22  15:51:19.050644
unknown;3391B5E2AC814CA59845B9FCAA5DD88C;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;getAhead-incomeInequality-governmentOpinion;;;;;;;;;; 2024-03-22  16:04:23.909386
unknown;9BA35D29DFB8413A859FF1624F30CE5A;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;True;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;governmentOpinion-getAhead-incomeInequality;;;;;;;;;; 2024-03-22  16:08:55.981226
unknown;BDE8CEBDB03443BEA72F1F66FD6A5FA4;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;True;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;getAhead-governmentOpinion-incomeInequality;;;;;;;;;; 2024-03-22  16:11:37.343915
unknown;2771C94FA79E4133A9F237A27388BA25;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;True;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;governmentOpinion-incomeInequality-getAhead;;;;;;;;;; 2024-03-22  16:14:46.185322
unknown;F5765B1A63BA4237AB4BCEC9C9B7A862;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;True;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;governmentOpinion-getAhead-incomeInequality;;;;;;;;;; 2024-03-22  16:25:45.847832
unknown;5DFACA1B4C0949B39E82F163DE00B60F;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;True;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;getAhead-governmentOpinion-incomeInequality;;;;;;;;;; 2024-03-22  17:56:54.169471
unknown;8FC328D3454D4111874CB3558912535E;pending;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;True;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;incomeInequality-governmentOpinion-getAhead;;;;;;;;;; 2024-03-22  18:08:43.401707